Bird.ID,Index,IndexA,Status.A,Status.bac.A,Status,Statusbac,Flock.ID,Treat,TreatA,Trans,Trans.bac,TransA,Trans.bac.A,Round,Sex,Treat.num,day,sample,sample.ex,Eye,mass,fat,hem,ant,logSQ,bac.y.n,visit
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,23,,0,0,,,,,,,7261
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,24,Blood,1,0,21.04,1.5,52,0.027707809,0,0,
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,25,,0,0,,,,,,,
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,26,,0,0,,,,,,,
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,27,eye,1,0,21.35,1,,,0,0,4828
LD245,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,28,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,0,Blood,1,0,23.38,3,71,-0.010087025,0,0,4264
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,1,,0,0,,,,,,,4241
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,2,,0,0,,,,,,,1283
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,3,eye,1,0,24.08,3,,,0,0,632
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,4,,0,0,,,,,,,2437
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,5,,0,0,,,,,,,6485
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,6,Blood,1,0,23.55,3,70,-0.007713608,0,0,4189
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,7,,0,0,,,,,,,5308
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,8,,0,0,,,,,,,4582
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,9,eye,1,0,24.01,3,,,0,0,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,10,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,11,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,12,Blood,1,0,23.15,1,65,-0.00534019,0,0,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,13,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,14,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,15,eye,1,0.5,24.13,0,,,0,0,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,16,,0,0.5,,,,,,,3029
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,17,,0,0.5,,,,,,,5484
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,18,Blood,1,0.5,23.11,3,68,-0.008306962,0,0,5368
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,19,,0,0,,,,,,,4114
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,20,,0,0,,,,,,,3692
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,21,eye,1,0,23.61,3,,,0,0,5608
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,22,,0,0,,,,,,,5626
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,23,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,24,Blood,1,0,23.32,3,68,-0.008306962,0,0,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,25,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,26,,0,0,,,,,,,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,27,eye,1,0,24.09,3,,,0,0,
699,N,0,Y,Y,1,1,2.B,First,1,Y,Y,1,1,2,,1,28,,0,0,,,,,,,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,0,Blood,1,0,18.85,1,56,0.000839631,0,0,1867
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,1,,0,0,,,,,,,892
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,2,,0,0,,,,,,,471
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,3,eye,1,0,20.45,2,,,0,0,500
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,4,,0,0,,,,,,,805
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,5,,0,0,,,,,,,825
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,6,Blood,1,0,19.53,1,56,0.001679261,0,0,2091
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,7,,0,0,,,,,,,2102
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,8,,0,0,,,,,,,4913
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,9,eye,1,0,19.72,1,,,0,1,2362
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,10,,0,0,,,,,,,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,11,,0,0,,,,,,,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,12,Blood,1,0,18.59,0.5,54,0.002518892,0,0,383
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,13,,0,0,,,,,,,3463
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,14,,0,0,,,,,,,1641
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,15,eye,1,0,18.86,0,,,0,0,1015
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,16,,0,0,,,,,,,950
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,17,,0,0,,,,,,,591
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,18,Blood,1,0,18.48,0,55,0.005877414,0,0,1411
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,19,,0,0,,,,,,,3068
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,20,,0,0,,,,,,,4596
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,21,eye,1,0,18.88,0.5,,,0,0,2412
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,22,,0,0,,,,,,,2778
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,23,,0,0,,,,,,,1191
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,24,Blood,1,0,19.56,1,60,0.01427372,0,0,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,25,,0,0,,,,,,,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,26,,0,0,,,,,,,
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,27,eye,1,0,18.93,0.5,,,0,0,2386
775,N,0,N,Y,0,1,2.B,First,1,Y,Y,1,1,2,,1,28,,0,0,,,,,,,
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,0,Blood,1,0,20.12,2,54,-0.008306962,0,0,17217
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,1,,0,0,,,,,,,10578
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,2,,0,0,,,,,,,6923
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,3,eye,1,1,19.93,2,,,17.84623,2,7639
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,4,,0,1.5,,,,,,,7189
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,5,,0,3.5,,,,,,,8143
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,6,Blood,1,2,18.43,1,48,-0.00534019,17.24988,2,7214
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,7,,0,2,,,,,,,8635
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,8,,0,1,,,,,,,8543
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,9,eye,1,1,20.35,1,,,0,0,9954
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,10,,0,0.5,,,,,,,18668
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,11,,0,0,,,,,,,15392
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,12,Blood,1,0,18.9,0,47,0.089596519,0,0,9098
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,13,,0,0,,,,,,,10479
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,14,,0,0,,,,,,,8367
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,15,eye,1,0,19.45,0,,,0,0,8541
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,16,,0,0,,,,,,,8004
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,17,,0,0,,,,,,,10860
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,18,Blood,1,0,19.1,0.5,52,0.074762658,0,0,8203
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,19,,0,0,,,,,,,15564
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,20,,0,0,,,,,,,9209
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,21,eye,1,0,19.47,0.5,,,0,0,7947
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,22,,0,0,,,,,,,9305
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,23,,0,0,,,,,,,9299
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,24,Blood,1,0,19.04,0,45,0.037974684,0,0,8241
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,25,,0,0,,,,,,,7006
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,26,,0,0,,,,,,,8212
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,27,eye,1,0,19.45,0,,,0,0,5855
LD21-241,Y,1,Y,Y,1,1,2.C,First,1,N,N,0,0,2,M,1,28,,0,0,,,,,,,4878
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,0,Blood,1,0,22.42,2,53,0,0,0,4375
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,1,,0,0,,,,,,,3602
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,2,,0,0,,,,,,,5044
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,3,eye,1,0,22.96,2,,,0,0,2597
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,4,,0,0,,,,,,,1852
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,5,,0,0,,,,,,,2624
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,6,Blood,1,0,22.61,3,54,0.003358522,0,0,1358
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,7,,0,0,,,,,,,
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,8,,0,0,,,,,,,1523
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,9,eye,1,0,23.58,2,,,0,0,3681
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,10,,0,0,,,,,,,5679
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,11,,0,0,,,,,,,3513
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,12,Blood,1,0,22.84,2,52,0.000839631,0,0,4133
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,13,,0,0,,,,,,,4134
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,14,,0,0,,,,,,,3826
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,15,eye,1,0,23.6,3,,,0,0,4399
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,16,,0,0,,,,,,,3666
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,17,,0,0,,,,,,,7681
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,18,Blood,1,0,23.28,2,54,0.007556675,0,0,8280
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,19,,0,0,,,,,,,3455
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,20,,0,0,,,,,,,3973
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,21,eye,1,0,23.43,2.5,,,0,0,2729
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,22,,0,0,,,,,,,4716
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,23,,0,0,,,,,,,3698
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,24,Blood,1,0,23.9,2,52,0.010075567,0,0,4402
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,25,,0,0,,,,,,,4999
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,26,,0,0,,,,,,,2952
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,27,eye,1,0,23.29,3,,,0,0,
LD21-119,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,28,,0,0,,,,,,,
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,0,Blood,1,0,25.97,3,53,0.010075567,0,0,1982
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,1,,0,0,,,,,,,5090
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,2,,0,0,,,,,,,3659
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,3,eye,1,0,25.84,3,,,,0,3121
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,4,,0,0,,,,,,,6078
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,5,,0,0,,,,,,,2611
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,6,Blood,1,0,24.46,3,55,0.010915197,0,0,1828
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,7,,0,0,,,,,,,3101
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,8,,0,0,,,,,,,3570
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,9,eye,1,0,25.4,3,,,0,0,2819
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,10,,0,0,,,,,,,2325
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,11,,0,0,,,,,,,2828
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,12,Blood,1,0,24.26,3,58,0.006717045,0,0,2146
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,13,,0,0,,,,,,,4613
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,14,,0,0,,,,,,,1741
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,15,eye,1,0,24.47,3,,,0,0,687
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,16,,0,0,,,,,,,951
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,17,,0,0,,,,,,,1708
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,18,Blood,1,0,32.33,3,55,0.204030227,0,0,1151
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,19,,0,0,,,,,,,881
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,20,,0,0,,,,,,,939
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,21,eye,1,0,24.1,3,,,0,0,705
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,22,,0,0,,,,,,,2724
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,23,,0,0,,,,,,,2401
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,24,Blood,1,0,24.46,3,57,0.000839631,0,0,326
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,25,,0,0,,,,,,,1614
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,26,,0,0,,,,,,,1050
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,27,eye,1,0,24.35,3,,,0,0,
LD-553,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,28,,0,0,,,,,,,
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,0,Blood,1,0,21.07,3,54,0.010075567,0,0,3165
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,1,,0,0,,,,,,,2640
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,2,,0,0,,,,,,,2738
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,3,eye,1,0,20.25,2,,,10.50256,2,1867
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,4,,0,0,,,,,,,2667
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,5,,0,0,,,,,,,2658
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,6,Blood,1,0,19.84,2,52,0.006717045,0,0,2711
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,7,,0,0,,,,,,,1646
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,8,,0,0,,,,,,,1322
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,9,eye,1,0,20.39,3,,,0,0,1631
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,10,,0,0,,,,,,,2096
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,11,,0,0,,,,,,,1079
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,12,Blood,1,0,19.11,1,52,0.003358522,0,0,978
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,13,,0,0,,,,,,,1840
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,14,,0,0,,,,,,,1282
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,15,eye,1,0,19.45,1,,,0,0,1027
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,16,,0,0,,,,,,,1146
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,17,,0,0,,,,,,,801
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,18,Blood,1,0,18.73,1,53,0.003358522,0,0,299
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,19,,0,0,,,,,,,1355
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,20,,0,0,,,,,,,1970
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,21,eye,1,0,18.76,1,,,0,0,1092
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,22,,0,0,,,,,,,1289
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,23,,0,0,,,,,,,1608
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,24,Blood,1,0,19.42,1,52,0.003358522,0,0,753
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,25,,0,0,,,,,,,925
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,26,,0,0,,,,,,,516
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,27,eye,1,0,18.99,1.5,,,0,0,671
LD21-226,N,0,N,N,0,0,2.C,First,1,N,N,0,0,2,,1,28,,0,0,,,,,,,
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,0,Blood,1,0,20.33,0,57,0.021360759,0,,3352
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,1,,0,0,,,,,,,5111
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,2,,0,0,,,,,,,2725
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,3,eye,1,0,20.51,0,,,0,,3940
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,4,,0,0,,,,,,,3649
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,5,,0,0,,,,,,,3720
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,6,Blood,1,0,20.34,1,47,0.042721519,0,,2304
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,7,,0,0,,,,,,,2974
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,8,,0,0,,,,,,,4100
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,9,eye,1,0,21.15,1,,,0,,8611
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,10,,0,0,,,,,,,9661
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,11,,0,0,,,,,,,6188
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,12,Blood,1,0,20.8,0,,0.080696203,0,0,4008
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,13,,0,0,,,,,,,2231
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,14,,0,0,,,,,,,2560
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,15,eye,1,0,21.85,1,,,0,,7374
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,16,,0,0,,,,,,,9676
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,17,,0,0,,,,,,,6759
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,18,Blood,1,0,20.67,0,55,0.076542722,0,0,3769
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,19,,0,0,,,,,,,2367
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,20,,0,0,,,,,,,1665
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,21,eye,1,0,20.98,0,,,0,,1904
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,22,,0,0,,,,,,,1717
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,23,,0,0,,,,,,,2632
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,24,Blood,1,0,21.04,0,54,0.065268987,0,0,2910
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,25,,0,0,,,,,,,3278
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,26,,0,0,,,,,,,3651
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,27,eye,1,0,21.3,0.5,,,0,,2115
635,Y,1,Y,Y,1,1,2.D,Second,2,N,N,0,0,2,M,2,28,,0,0,,,,,,,
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,0,Blood,1,0,17.52,1,63,0.026408451,0,0,884
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,3249
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,2161
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,3,eye,1,0,17.62,0.5,,,0,0,3238
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,3191
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,3472
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,6,Blood,1,0,17.43,1,63,0.023239437,0,0,3675
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,4214
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,3592
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,9,eye,1,0,18.36,1,,,0,0,2746
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,4088
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,2692
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,12,Blood,1,0,17.75,0,65,0.012676056,0,0,1707
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,4007
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,2990
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,15,eye,1,0,18.43,2,,,0,0,3689
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,9368
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,9034
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,18,Blood,1,0,17.58,0,65,0.016901408,0,0,4499
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,5157
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,6331
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,21,eye,1,0,17.28,0,,,0,0,3843
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,6508
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,4281
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,24,Blood,1,0,17.4,0,68,0.012676056,0,0,3597
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,4871
