Bird.ID,Index,IndexA,Status.A,Status.bac.A,Status,Statusbac,Flock.ID,Treat,TreatA,Trans,Trans.bac,TransA,Trans.bac.A,Round,Sex,Treat.num,day,sample,sample.ex,Eye,mass,fat,hem,ant,logSQ,bac.y.n,visit
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,3006
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,27,eye,1,0,17.66,2,,,0,0,3755
633,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,0,Blood,1,0,18.8,1,,-0.001056338,0,,1976
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,8470
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,6398
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,3,eye,1,0,18.88,0,,,0,,5759
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,6492
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,6385
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,6,Blood,1,0,18.36,0.5,44,0.013732394,0,,7861
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,10240
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,10052
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,9,eye,1,0,19.38,0,,,0,,3006
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,6789
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,7411
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,12,Blood,1,0,18.2,0.5,48,0.026408451,0,0,9213
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,8283
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,9200
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,15,eye,1,0,19.49,0,,,0,,7594
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,8087
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,8611
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,18,Blood,1,0,18.2,0,47,0.004225352,0,0,11635
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,16423
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,18478
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,21,eye,1,0,18.14,0,,,0,,12032
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,13125
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,11854
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,24,Blood,1,0,18.57,0,49,0.009507042,0,0,13055
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,15857
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,17180
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,27,eye,1,0,18.91,1,,,0,,14270
611,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,0,Blood,1,0,19.39,0,48,0.002112676,0,0,2472
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,1952
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,923
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,3,eye,1,0,20.13,0,,,0,0,636
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,1073
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,2000
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,6,Blood,1,0,19.92,0,46,0.014788732,0,0,1098
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,1647
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,925
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,9,eye,1,0,19.86,0,,,0,,1266
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,709
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,685
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,12,Blood,1,0,20.22,0,45,,0,,1524
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,3929
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,7922
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,15,eye,1,0,21.67,0,,,0,,4783
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,2251
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,4551
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,18,Blood,1,0,21.08,0,45,0.061267606,0,,1366
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,1694
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,849
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,21,eye,1,0,20.96,0,,,0,,1393
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,742
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,1527
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,24,Blood,1,0,20.99,0,45,0.008450704,0,,1804
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,3068
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,2373
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,27,eye,1,0,20.54,0,,,0,,1466
Blue-048,N,0,N,N,0,0,2.D,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,0,Blood,1,0,21.5,1,54,0.020767405,0,0,6454
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,1,,0,0,,,,,,,6812
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,2,,0,1,,,,,,,6566
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,3,eye,1,2,20.43,2,,,16.72974,2,8071
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,4,,0,3,,,,,,,6033
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,5,,0,2,,,,,,,7110
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,6,Blood,1,0,19.91,1,56,0.030261076,16.72974,2,5281
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,7,,0,0,,,,,,,3152
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,8,,0,0,,,,,,,2524
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,9,eye,1,0,20.95,1,,,10.21401,0,2248
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,10,,0,0,,,,,,,7663
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,11,,0,0,,,,,,,1118
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,12,Blood,1,0,20.11,1,50,0.075356013,0,0,1091
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,13,,0,0,,,,,,,5703
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,14,,0,0,,,,,,,4381
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,15,eye,1,0,20.95,1,,,0,0,7869
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,16,,0,0,,,,,,,7046
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,17,,0,0,,,,,,,9288
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,18,Blood,1,0,20.35,0.5,,0.046281646,0,0,7352
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,19,,0,0,,,,,,,4925
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,20,,0,0,,,,,,,5217
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,21,eye,1,0,20.55,1,,,0,0,3772
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,22,,0,0,,,,,,,4935
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,23,,0,0,,,,,,,7084
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,24,Blood,1,0,20.51,0.5,52,0.044501582,0,0,6492
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,25,,0,0,,,,,,,5866
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,26,,0,0,,,,,,,4891
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,27,eye,1,0,20.67,1.5,,,0,0,2929
621,Y,1,Y,Y,1,1,2.E,Second,2,N,N,0,0,2,M,2,28,,0,0,,,,,,,
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,0,Blood,1,0,24.81,3,72,0.006338028,0,0,8988
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,13232
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,20615
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,3,eye,1,0,24.09,3,,,0,0,17649
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,10459
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,9694
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,6,Blood,1,0,23.91,2,77,-0.001056338,0,0,5362
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,7394
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,4911
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,9,eye,1,0,23.4,0,,,0,0,4252
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,6016
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,5774
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,12,Blood,1,0,20.89,0,53,-0.002112676,0,0,1112
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,1926
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,2671
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,15,eye,1,0,21.32,0,,,0,0,3079
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,4304
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,2457
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,18,Blood,1,0,20.64,0,73,0.00528169,0,0,2460
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,6857
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,8318
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,21,eye,1,0,20.7,1,,,0,0,6818
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,6721
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,6358
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,24,Blood,1,0,20.81,1,67,0.004225352,0,0,6484
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,14922
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,11849
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,27,eye,1,0,20.68,1,,,0,0,4695
Blue-032,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,0,Blood,1,0,24.3,0,53,0.019311503,0,0,1030
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,399
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,417
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,3,eye,1,0,25.52,1,,,0,0,525
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,1169
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,1560
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,6,Blood,1,0,24.05,1,53,0.017632242,0,0,1621
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,896
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,336
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,9,eye,1,0,25.44,0,,,0,0,237
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,125
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,71
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,12,Blood,1,0,,0,65,0.013434089,0,0,35
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,91
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,115
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,15,eye,1,0,25.66,0,,,0,0,336
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,461
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,1458
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,18,Blood,1,0,24.71,0,69,0.01427372,0,0,440
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,1095
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,574
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,21,eye,1,0,24.55,0,,,0,0,264
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,619
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,87
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,24,Blood,1,0,24.53,0,65,0.031905961,0,0,294
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,166
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,819
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,27,eye,1,0,24.54,0,,,0,0,182
1217,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,0,Blood,1,0,20.68,0.5,73,0.014788732,0,0,5686
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,1938
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,945
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,3,eye,1,0,21.39,1,,,0,0,3206
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,4988
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,5877
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,6,Blood,1,0,20.63,1,63,0.017957746,0,0,6741
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,6249
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,3593
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,9,eye,1,0,21.27,1,,,0,0,1471
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,1498
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,1745
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,12,Blood,1,0,20.18,1,64,0.017957746,0,0,852
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,534
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,469
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,15,eye,1,0,21.07,0,,,0,0,1292
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,516
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,584
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,18,Blood,1,0,20.44,0,71,0.009507042,0,0,1416
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,1621
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,1654
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,21,eye,1,0,20.14,0,,,0,0,1568
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,461
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,877
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,24,Blood,1,0,20,0.5,67,0.009507042,0,0,658
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,936
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,1523
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,27,eye,1,0,20.53,1,,,0,0,662
603,N,0,N,N,0,0,2.E,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,0,Blood,1,0,21.69,1,56,-0.004746835,0,0,6201
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,1,,0,0,,,,,,,7958
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,2,,0,0,,,,,,,7130
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,3,eye,1,2,20.48,0,,,12.5287,2,8240
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,4,,0,2,,,,,,,7622
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,5,,0,1.5,,,,,,,6670
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,6,Blood,1,0,21.49,0.5,53,0.029667722,15.4637,2,7146
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,7,,0,0,,,,,,,10216
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,8,,0,0,,,,,,,12748
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,9,eye,1,0,22.37,1,,,0,0,9806
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,10,,0,0,,,,,,,18825
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,11,,0,0,,,,,,,12183
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,12,Blood,1,0,21.22,1,55,0.051028481,0,0,13949
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,13,,0,0,,,,,,,23981
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,14,,0,0,,,,,,,23531
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,15,eye,1,0,21.76,1,,,0,0,18530
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,16,,0,0,,,,,,,18127
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,17,,0,0,,,,,,,14006
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,18,Blood,1,0,21.22,0.5,51,0.039754747,0,0,12716
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,19,,0,0,,,,,,,14744
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,20,,0,0,,,,,,,13317
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,21,eye,1,0,21.24,0.5,,,0,0,10551
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,22,,0,0,,,,,,,19297
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,23,,0,0,,,,,,,15354
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,24,Blood,1,0,20.96,0.5,54,0.026700949,0,0,7084
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,25,,0,0,,,,,,,
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,26,,0,0,,,,,,,3458
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,27,eye,1,0,21.46,0.5,,,0,,4989
604,Y,1,Y,Y,1,1,2.F,Second,2,N,N,0,0,2,M,2,28,,0,0,,,,,,,
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,0,Blood,1,0,22.65,2,56,0.008450704,0,0,2980
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,4461
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,3334
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,3,eye,1,0,22.51,3,,,0,0,5524
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,6107
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,5218
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,6,Blood,1,0,20.54,3,54,0.01584507,0,0,5657
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,7081
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,5804
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,9,eye,1,0,22.48,2,,,0,0,5133
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,5797
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,5190
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,12,Blood,1,0,21.53,1,55,0.006338028,0,0,3467
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,3428
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,4185
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,15,eye,1,0,22.54,3,,,0,0,4035
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,4016
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,5025
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,18,Blood,1,0,21.97,2,53,0.001056338,0,0,4565
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,6739
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,7886
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,21,eye,1,0,21.31,2,,,0,0,4788
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,4432
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,3924
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,24,Blood,1,0,22.08,2,57,0.012676056,0,0,2384
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,1305
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,27,eye,1,0,21.85,2,,,0,0,2287
610,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,0,Blood,1,0,24.12,3,51,0.009507042,0,0,9919
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,9558
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,4741
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,3,eye,1,0,24.2,3,,,0,0,5511
